building_id,mean_temp,std_temp,pct_above_18,pct_below_15
10000,14.016389671607653,6.367627923173735,30.966330331633575,55.48262268995696
10009,10.993051779007935,5.812322645781653,16.6574530103528,74.99497436928334
10014,14.646415970473926,7.087224365940755,38.03363123714908,53.21756478899046
10019,14.639629435523512,7.079026758038798,37.916196172978914,53.335164443901895
10029,10.621816930284341,6.312980601811642,18.25563221896085,74.51301795448481
10031,12.510323856611983,6.277808048384679,24.057979553958106,66.38040243938367
10051,13.290568693511354,5.999000745445963,25.97693550756574,62.84890553841633
10053,11.370251703720488,6.2601770104867995,19.953279266572636,72.40391396332863
10056,14.221562289331004,6.179404507757409,31.770664359612127,57.05454021123968
10064,12.681227793933813,6.963816380011784,28.594909501162235,62.910551551756
10075,14.938810608575844,6.424293145209799,37.01859376380178,49.413700203162264
10079,15.006857124736863,7.33466184885043,41.5167207085128,49.862072303150555
10080,15.689836865986859,7.3028815357909815,45.96016498319797,45.13720841375121
10082,16.321218304071955,6.766864321216306,47.88962116542601,41.34939073538476
10083,15.641606315435139,7.120693980222143,44.867453343875404,45.87889546939567
10084,15.10285128447884,7.150035060536762,40.915524770365906,50.25297394970637
10085,15.870750583407286,7.192069173889252,46.18868243958183,44.71579125576671
10086,14.307152043727738,7.2349739023695685,36.90188496858386,53.3977767037216
10087,14.984898738490221,7.306976328836639,41.22708953751632,50.27290576531044
10089,13.888413494482664,7.314640637817557,35.12572936270013,56.71486528659108
10090,14.292348984988022,6.61989928965448,36.6682123811732,51.18710874101553
10093,13.984008342708824,6.603251366407086,33.05999090062179,56.992438850011915
10094,14.0905801136139,6.801403667328247,35.11300826355826,55.36912384392273
10097,14.357944221444408,6.864200666311445,37.84352764540767,51.274561002676414
10117,15.467991365939689,6.682571554102534,44.13410625109789,44.460337775101
10119,14.089674173408557,6.751789168544714,35.08520585130448,54.69260543909918
10120,15.282544148168192,8.031762241061305,46.168775716171105,47.71627461636002
10124,13.86906652736521,7.03170163374893,34.57151056426444,56.046202963016114
10126,13.396702609021483,6.636590770096,29.662901517825624,61.08718672785034
10128,17.429428442225912,6.706558494167834,56.04351758259297,34.869926052029584
10136,15.417430035989408,7.272930302082527,44.28406181102751,46.91192027445204
10144,12.099737546763137,6.127941926762212,21.78540944921424,68.9285534970126
10145,10.635810293576512,5.893414304503504,16.511657334472176,75.32979026288318
10150,14.964080340944422,7.4940661899778185,41.2050516477199,50.724180776292116
10161,13.451494890920339,7.029409579322563,31.821653456440195,59.45789982857822
